CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
"mem flash, usb drive",acsdcz73064ggg4,memoria flash sandisk 64gb ultra flair usb 3.0.[@@@],3,8.69,D,sandisk,,
"mem flash, usb drive",acsdcz73128gg46,memoria flash sandisk 128gb ultra flair usb 3.0.[@@@],10,14.57,D,sandisk,,
mem sodimm ddr3 1600,me8gkvr16ls118w,"memoria kingston kvr16ls11/8wp, 8gb, ddr3l sodimm, 1600 mhz cl-11, 1.35v[@@@]",0,25.33,P,kingston,,
mem sodimm ddr4 3200,me16ghp2e2m732,"memoria so-dimm hp s1 series, 16gb ddr4 3200 mhz,cl-22, 1.20v, 260-pin[@@@]",19,27.94,P,hp memorias ram,,
mem sodimm ddr4 3200,me16gkf432s2ib2,"memoria sodimm kingston hyper impact, 16gb, ddr4 3200 mhz, pc4-25600, cl20, 1.2v.[@@@",1,29.3,P,kingston,,
mem sodimm ddr4 3200,me16gkvr32s22s8,"memoria sodimm kingston kvr32s22s8/16, 16gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-e",20,25.02,P,kingston,,
mem sodimm ddr4 3200,me16kcp432ss816,"memoria sodimm kingston kcp432ss8/16, 16gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ec",5,30.65,P,kingston,,
mem sodimm ddr4 3200,me32gkcp432sd8,"memoria sodimm kingston, 32gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 260-pin, non-ecc[@@",3,58.49,P,kingston,,
mem sodimm ddr4 3200,me8ghp2e2m5aa,"memoria so-dimm hp s1 series, 8gb ddr4 3200 mhz, cl-22, 1.2v[@@@]",2,14.27,P,hp memorias ram,,
mem sodimm ddr4 3200,me8gkcp432ss68,"memoria sodimm kingston kcp432ss6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc.",1,16.78,P,kingston,,
mem sodimm ddr4 3200,me8gkf432s20ib,"memoria sodimm kingston fury impact, 8gb, ddr4, 3200 mhz, pc4-25600, cl20, 1.2v.[@@@]",5,16.48,P,kingston,,
mem sodimm ddr4 3200,me8gkvr32s22s68,"memoria sodimm kingston kvr32s22s6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc",20,13.87,P,kingston,,
mem sodimm ddr5 4800,me16gkf548s38ib,"memoria so-dimm kingston fury impact 16gb ddr5-4800mhz, pc5-38400, cl38, 1.1v, 262-pi",12,41.15,P,kingston,,
mem sodimm ddr5 5600,me16gkf556s40ib,"memoria so-dimm kingston fury impact 16gb ddr5-5600mhz, pc5-44800, cl40, 1.1v, 262-pi",6,41.71,P,kingston,,
mem sodimm ddr5 5600,me8gkvr56s46bs6,mem ram 8g kvr 5.60g sodim dr5,3,24.52,P,kingston,,
mem sodimm ddr5 5600,me8gtgd58g5600s,"memoria teamgroup so-dimm elite ddr5, 8gb ddr5-5600mhz, cl46, 1.1v[@@@]",4,23.22,P,teamgroup,,
merchandising,accbot600ml,botella 600ml deltron blue,20,50.25,Z,deltron,,
merchandising,acclapicero,lapiceros teros,20,1.01,W,teros,,
merchandising,accminventdel,ventilador portatil deltron,20,10.05,Z,deltron,,
merchandising,accpendeltron,lapicero deltron,20,5.03,Z,deltron,,
merchandising,acpinepson,pin logo epson,20,9.05,Z,deltron,,
merchandising,acpoloadvcuello,polo advance con cuello azul,10,20.1,Z,deltron,,
merchandising,acpoloepscuello,polo epson con cuello negro,4,19.1,Z,deltron,,
merchandising,acpololencuello,polo lenovo con cuello azul,10,20.1,Z,deltron,,
merchandising,acpolotecuello,polo teros con cuello rojo,10,20.1,Z,deltron,,
merchandising,zzbolsabd,bolsa gd,20,0.06,Z,zz otras marcas,,
merchandising,zzfundasimp,fundas promo quanta,20,2.01,,epson,,
merchandising,zzmsix700003,presenter microsoft,2,1004.0,Z,microsoft oem,,
merchandising,zzpolo1epson,polos epson,20,19.1,Z,epson,,
merchandising,zzpolobtsepson,polos epson back to school,20,669.33,Z,epson,,
merchandising,zzpolocamiseros,polos camiseros samsung negro,8,7815.89,Z,samsung,,
merchandising,zzresaltadoreps,resaltador epson,20,1004.0,Z,epson,,
merchandising,zzzpolopurpwd,merch polo purple (wd),5,1004.0,Z,western digital,,
merchandising,zzzpoloredwd,merch polo red (wd),10,9999999.99,Z,western digital,,
monitor curvo 23,mon236cadv2452s,"monitor curvo advance adv-2452s, 23.6 va fhd curvo, hdmi, dp[@@@]descubre el monitor",5,75.38,P,advance computer corp,,
monitor curvo 23,mon238cte2401s,"monitor curvo teros te-2401s, 23.8 fhd va, hdmi,vga[@@@]el monitor curvo teros te-24",20,75.38,P,teros,$70.00,R7094: Detalle de #PROMOCIONR7094; R6504: PROMO(6+1) POR LA COMPRA DE MON TE 24 FHD 100HZ 5MS CURVO
monitor curvo 23,mon238cte2402s,"monitor curvo teros te-2402s, 23.8 fhd va, hdmi,vga[@@@]el monitor curvo teros te-24",20,79.4,P,teros,,R8002: GRATIS(teclado+ mouse+ mouse pad) POR LA COMPRA DE  MON238CTE2402S
monitor curvo 27,mon27cadv2751s,"monitor curvo advance adv-2751s, 27 va fhd curvo, hdmi, dp[@@@]mejora tu experiencia",5,98.49,P,advance computer corp,,
monitor curvo 27,mon27cte2731s,"monitor curvo teros te-2731s, 27 fhd va, hdmi, vga[@@@]el monitor curvo teros te-273",20,98.49,P,teros,,R6760: GRATIS (MOUSE+ TECLADO+ MOCHILA ) A TAN SOLO $98+IGV POR LA COMPRA DE MON TE 27 CURVO; R8005: MUNOZ DIAZ DORIS JOSEFA; R6481: PROMO 10+1- POR LA COMPRA DE MON TE 27 FHD 100HZ CURVO
monitor curvo 27,monsmlc27f391fh,"monitor samsung lc27f391fhnxza, 27 va curvo, 1920x1080 fhd, hdmi / vga / audio.[@@@]",0,118.59,W,samsung,$107.89,R7470: Detalle de #PROMOCIONR7470
monitor curvo 31.5,mon315cte3251s,"monitor curvo teros te-3251s, 31.5 2k qhd va, 75hz, 1 ms, hdmi, dp, usb[@@@]experime",1,170.85,P,teros,,R6815: GRATIS(MON TE 24  FHD 100HZ 5MS CURVO) POR LA COMPRA DE (3UNI) MON TE 32 QHD 75HZ 1MS CV
monitor curvo 31.5,mov32lg32mr50c,"monitor lg 32mr50c, 31.5 fhd va (1920x1080), 100hz, hdmi x1, vga x1, headphone-out x",2,157.28,W,lg electronics,$134.50,R8148: Detalle de #PROMOCIONR8148
monitor gaming curvo 23,mo24msg2422c,mon 24 ms g2422c fhd 1ms 180hz,5,111.45,F,msi,,
monitor gaming curvo 23,mon238cte2471g,"monitor curvo gaming teros te- 2471g, 23.8 fhd va, 165 hz, 2 ms, hdmi, dp[@@@]el mon",1,89.45,P,teros,$80.00,R6806: Detalle de #PROMOCIONR6806
monitor gaming curvo 23,mon238cte2473g,"monitor curvo teros te-2473g, 23.8 fhd va, hdmi,dp[@@@]el monitor curvo de 23.8 con",20,100.5,P,teros,,R6820: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 24 FHD 180HZ 1MS CV
monitor gaming curvo 27,mo27msg27c3f,"monitor curvo gaming msi mag g27c3f, 27 fhd, 1500r, rapid va, 180hz, hdmi x2/dp x1/h",2,129.14,P,msi,,
monitor gaming curvo 27,mo27msmag276cxf,"monitor curvo gaming msi mag 276cxf, 27 fhd, 1500r, rapid va, 280hz, hdmi x2/dp x1/h",4,151.25,F,msi,,
monitor gaming curvo 27,mo27msmag27c6f,"monitor curvo gaming msi mag-27c6f, 27 fhd rapidva, 180 hz, 0.5 ms, hdmi, dp[@@@]est",3,132.16,F,msi,,
monitor gaming curvo 27,mon27cte2764g,"monitor curvo teros te-2764g, 27 fhd va, 240 hz,1ms, hdmi, dp[@@@]el monitor curvo t",7,150.75,P,teros,,R6589: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 27 FHD 240HZ 1MS CURV
monitor gaming curvo 27,mon27cte2766g,"monitor curvo gaming teros te-2766g, 27 fhd va, 180 hz, 1 ms, hdmi, dp, pivot[@@@]el",20,129.14,P,teros,,R6807: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 27 FHD 180HZ 1MS CURVO; R7092: PROMOCION DESDE $150+IGV POR LA COMPRA DE MON TE 27
monitor gaming curvo 27,mon27cte2767g,"monitor curvo teros te-2767g, 27 qhd va, 180 hz,1 ms, hdmi, dp, pivot[@@@]el monitor",20,209.04,P,teros,,R6834: GRATIS(MON TE 24  FHD 100HZ 5MS CURV) POR LA COMPRA DE (2UNI) MON TE 27 FHD 180HZ 1MS CV
monitor gaming curvo 31.5,monsmls32cg552e,"monitor samsung odyssey g5 32 qhd (2560 x 1440),1 x hdmi 2.0, 1 x dp 1.2, 1 x audífo",1,276.38,W,samsung,,
monitor gaming plano 23,mon245fte2472g,"monitor plano gaming teros te-2472g, 24.5 fhd va, 260 hz, 1 ms, hdmi, dp[@@@]este mo",20,139.7,P,teros,$128.00,R6480: Detalle de #PROMOCIONR6480
monitor gaming plano 23,mon24lg24gs50f,"monitor plano gaming lg ultragear 24gs50f-b, 23.7 fhd va, 180 hz, 5 ms, hdmi, dp[@@@",4,127.64,W,lg electronics,$108.00,R8140: Detalle de #PROMOCIONR8140
monitor gaming plano 23,monsmls24dg300e,"monitor plano gaming samsung odyssey g3, 24 fhd va, 180hz, 1ms, hdmi, dp[@@@]este mo",8,142.71,W,samsung,,
monitor gaming plano 25,mo24msg244pfe2,mon 24 ms g244pfe2 fhd 180h 1m,2,116.48,P,msi,,
monitor gaming plano 25,mo25asxg259cs,monitor asus rog strix xg259cs/24.5/fhd/fast ips/180hz/hdmi x1/dp x1/earphone x1/usb,2,192.86,F,asus,,
monitor gaming plano 25,mo25msg255pfe2,mon 25 ms g255pf e2 fhd 1m 180,4,122.11,F,msi,,
monitor gaming plano 25,mo25msmag255xfv,"monitor plano gaming msi mag-255xfv, 25 fhd rapid va, 250 hz(oc), 0.5 ms, hdmi, dp[@",1,123.11,F,msi,,
monitor gaming plano 25,mon245fte2474g,"monitor plano gaming teros te-2474g, 24.5 fhd ips, 180hz, 1 ms, hdmi, dp[@@@]el moni",20,100.0,P,teros,,R6600: GRATIS(HEADSET TEROS TE-8171N) POR LA COMPRA DE MON TE 24 FHD 180HZ 1MS FLAT
monitor gaming plano 27,mo27msg2712f,"monitor plano gaming msi g2712f, 27 fhd ultra rapid ips, 180 hz, 1 ms, hdmi, dp[@@@]",2,129.14,F,msi,,
monitor gaming plano 27,mon27fte2752g,"monitor plano gaming teros te-2752g, 27 fhd ips,165 hz, 1 ms, hdmi, dp[@@@]el monito",20,119.6,P,teros,,R6920: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 27 FHD 165HZ 1MS FL
monitor gaming plano 27,mon27fte2753g,"monitor plano gaming teros te-2753g, 27 2k qhd ips, 180 hz, 1 ms, hdmi, dp[@@@]el mo",2,180.9,P,teros,,R6765: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 27 QHD 180HZ 1MS FLT
monitor gaming plano 27,mon27fte2769g,"monitor plano gaming teros te-2769g, 27 qhd ips flat, 180 hz, 1ms, hdmi, dp, audio[@",20,178.89,P,teros,,R7225: GRATIS(MON27CTE2766G ) POR LA COMPRA DE(3UNI)  MON TE 27QHD 180HZ 1MS FT
monitor gaming plano 27,mon27lg27gs65fb,monitor gamer lg 27 ultragear plano fhd ips (1920x1080) hdmi/dp/hp-out[@@@]tasa de r,2,189.95,W,lg electronics,$163.00,R8143: Detalle de #PROMOCIONR8143
monitor gaming plano 27,monsmls27dg600s,"monitor gaming samsung 27 odyssey oled g6, qhd (2560x1440) oled, hdmi(2)/dp/hp_out/u",2,751.74,W,samsung,,
monitor gaming plano 27,mov27lg27gs50f,"monitor lg gaming 27 ultragear fhd va (1920x1080), 180hz, hdmix2/dpx1/headphone-out ",0,155.27,W,lg electronics,$129.50,R8134: Detalle de #PROMOCIONR8134
monitor gaming plano 31.5,mov32lg32gs75q,"monitor lg gaming 31.5 ultragear qhd ips (2560x1440), 180hz, hdmix2/dpx1/headphone-o",2,315.57,W,lg electronics,$297.00,R8137: Detalle de #PROMOCIONR8137
monitor plano 21.45,monsmls22d300ga,"monitor plano samsung essential monitor s3, 22 fhd ips, 100hz, hdmi, vga[@@@]descubr",20,85.02,W,samsung,,
monitor plano 21.45,monsmls22d400ga,"monitor plano samsung essential monitor s4, 22 fhd ips, 100hz, hdmi, dp[@@@]el monit",5,107.03,W,samsung,,
monitor plano 23,mon238fadv2450s,"monitor flat advance pivot adv-2450s, 23.8 ips, 1920x1080, full hd, hdmi, dp, speake",5,80.4,P,advance computer corp,,R6868: !!OFERTA POR LA COMPRA DE 4 MONITORES ADV 2450S  LLEVATE GRATIS 1 PARLANTE TE-6042N !!
monitor plano 23,mon238fte2415s,"monitor plano teros te-2415s, 23.8 fhd ips, hdmi, dp[@@@]el monitor plano teros te-2",20,70.35,P,teros,,R6735: GRATIS(TECLADO+ MOUSE) POR LA COMPRA DE MON TE 24 FHD 120HZ 1MS FLAT; R6802: GRATIS(MON TE 24  FHD 100HZ 5MS CURVO) POR LA COMPRA DE (8UNI) MON TE 24 FHD 120HZ 1MS FLAT; R6500: PROMO (10+1) POR LA COMPRA DE MON TE 24 FHD 120HZ 1MS FLAT
monitor plano 23,mon24lg24mr400w,"monitor lg 24mr400, 23.8 fhd/ips/100hz/anti-reflejante/vga x1/hdmi x1/headphones-out",6,84.92,W,lg electronics,,
monitor plano 23,mon24lg24ms500,"monitor lg 24ms500-b 23.8 fhd ips (1920x1080), hdmi x2 / headphones-out x1[@@@]relac",17,89.04,W,lg electronics,$73.60,R6997: Detalle de #PROMOCIONR6997
monitor plano 27,mon27fte2713s,"monitor plano teros te-2713s, 27 fhd ips, hdmi, dp[@@@]el monitor plano teros te-271",20,90.45,P,teros,,
monitor plano 27,monsmls27b610eq,"monitor samsung viewfinity s6 27b610, 27 lcd ips, qhd 2k (2560x1440), hdmix2/dp/hp-i",2,176.88,W,samsung,$162.90,R7471: Detalle de #PROMOCIONR7471
monitor plano 27,monsmls27c330ga,"monitor samsung essential s3 de 27, fhd ips (1920 x 1080), 1 x hdmi 1.4, 1 x dp 1.2[",1,121.81,W,samsung,$96.35,R7474: Detalle de #PROMOCIONR7474
monitor plano 27,monsmls27c432ga,"monitor samsung ls27c432ganxza, 27 fhd ips, 100hz, 4 ms, hdmi, usb, dp[@@@]el monito",2,143.72,W,samsung,,
monitor plano 27,monsmls27d700ea,"monitor plano samsung viewfinity s7, 27 uhd ips,60hz, hdmi, dp[@@@]el monitor samsun",2,247.23,W,samsung,,
monitor plano 27,mov27lg27ms500,"monitor lg 27ms500-b 27 fhd ips (1920x1080), hdmi x2 / headphones-out x1[@@@]relacio",1,120.1,W,lg electronics,$99.50,R8130: Detalle de #PROMOCIONR8130
monitor plano 29,movlg29wq600w,"monitor lg ultrawide 29wq600-w, 29 wfhd (2560x1080), 75hz, panel ips, altavoces (7w+",1,204.72,W,lg electronics,$193.70,R8136: Detalle de #PROMOCIONR8136
monitor plano 31.5,mon315fte3252s,"monitor plano teros te-3252s, 31.5 4k uhd va led, 60 hz, 1 ms, hdmi, dp, audio[@@@]d",5,200.0,P,teros,,R6812: GRATIS(KB MS HS PAD TEROS TE-4063N) POR LA COMPRA DE MON TE 32 UHD 60HZ 1MS FT; R6816: GRATIS(MON TE 24  FHD 100HZ 5MS CURVO) POR LA COMPRA DE(3uni) MON TE 32 UHD 60HZ 1MS FT
monitor plano 31.5,monsmls32dm500e,monitor smart samsung m5 32 lcd fhd va (1920x1080) hdmix2/wifi5/bt5.2/usbx2/altavoz(,1,194.97,W,samsung,,
monitores gaming,mon24lg24gs65fb,monitor gamer lg 24 ultragear plano fhd ips (1920x1080) hdmi/dp/hp-out[@@@]tasa de r,3,153.26,W,lg electronics,$130.50,R8133: Detalle de #PROMOCIONR8133
"monitores, accesorios",accte7131n,"stand para monitor rgb multipropósito teros te-7131n, 4 puertos usb[@@@]optimiza tu e",13,19.6,D,teros,$14.50,R6279: Detalle de #PROMOCIONR6279
"monitores, accesorios",acrackte7114,rack para 2 monitores de 22 a 32 / brazo soporte teros te-7114[@@@]soporte de escri,5,44.72,D,teros,,
mouse inalambrico,mslogg305lsmint,mouse logitech g305 mint,5,29.45,D,logitech,,
mouse inalambrico,msmusblogm280bl,"mouse óptico inalámbrico logitech m280, 1000 dpi,receptor usb, 2.4ghz, azul.[@@@]",5,14.57,D,logitech,,
mouse inalambrico,mste5169n,"mouse teros te-5169n, inalámbrico doble modo: 2.4g+bluetooth, 2400 dpi, vertical, neg",20,9.05,D,teros,,
mouse inalambrico,mswbkte1217s,"mouse óptico inalámbrico teros te-1217s, 1000 dpi, receptor usb, 3 botones[@@@]simpli",20,2.94,D,teros,,
mouse inalambrico,mswpkte1218s,"mouse óptico inalámbrico teros te-1218s, 1000 dpi, receptor usb, 3 botones[@@@]simpli",20,3.92,D,teros,,R6477: OFERTA(3) POR LA COMPRA MOUSE STD WIRELESS TE1218 PK
mouse inalambrico,mswpplte1219s,"mouse óptico inalámbrico teros te-1219s, 1000 dpi, receptor usb, 3 botones, color mor",20,3.92,D,teros,,
mouse inalambrico,mswpplte1224s,"mouse óptico inalámbrico teros te-1224s, 1000 dpi, receptor usb, 4 botones[@@@]descub",20,5.01,D,teros,,
mouse inalambrico,mswrdte1223s,"mouse óptico inalámbrico teros te-1223s, 800-1200-1600 dpi, receptor usb, 4 botones[@",20,5.01,D,teros,,
mouse inalambrico,zzmste1217s,mouse std wireless te1217 bk,20,9.05,Z,hp consumo,,
mouse inalambrico,zzmste5169n,mouse vertical bluetoooh,9,9.05,Y,teamgroup,,
"mouse pad/mat, accesorios",accmpbkte3011s,"mouse pad gamer teros te-3011s, multicolor[@@@]eleva tu experiencia con el mousepad t",20,2.3,D,teros,,
"mouse pad/mat, accesorios",accmpbkte3012g,"mouse pad gamer teros te-3012g, multicolor[@@@]optimiza tu espacio de juego con el mo",20,5.43,D,teros,,R6445: DESDE $3.7+ POR LA COMPRA DE (3)MOUSE PAD GM TE3012 BK
"mouse pad/mat, accesorios",accmpbkte3013g,"mouse pad gamer teros te-3013g, rgb, usb a tipo c, negro[@@@]lleva tu experiencia de ",20,10.04,D,teros,,R6446: PROMO 5+1 POR LA COMPRA DE MOUSE PAD GAMER TE3013 BK
mouse para gamers,mscbkte1210g,"mouse gamer teros te-1210g, 7 botones, rgb, negro[@@@]lleva tu juego al máximo con el",20,9.34,D,teros,$8.20,R6474: Detalle de #PROMOCIONR6474; R6462: OFERTA (5UNI) POR LA COMPRA DE MOUSE GAMER USB TE1210 BK
mouse para gamers,mscbkte1211g,"mouse gamer teros te-1211g, 7 botones, rgb, negro[@@@]mejora tu nivel de juego con el",18,6.93,D,teros,$5.50,R6479: Detalle de #PROMOCIONR6479
mouse para gamers,msctpte1216g,"mouse gamer teros te-1216g, 2 botones, rgb, transparente[@@@]domina el juego con el m",20,7.04,D,teros,,R6805: GRATIS(MOUSE PAD STD TE3011 BK) POR LA COMPRA DE MOUSE GAMER USB TE1216 TP
mouse para gamers,msrdm814prowfuc,"mouse gamer m814-pro optico, interfaz: inalambrica (2.4ghz)/bt/usb-c, retroiluminació",2,35.07,C,redragon,,
mouse para gamers,msrdm901krgbusb,"mouse gamer m901k, optico, ergonomico, interfaz usb, retroiluminación rgb[@@@]mouse d",2,37.69,C,redragon,,
mouse para gamers,msrdm910kswfusb,"mouse gamer m910-ks, optico, ergonomico, inalambrica (2.4ghz) / usb, retroiluminación",1,31.05,C,redragon,,
mouse para gamers,mste5167n,"mouse óptico gamer teros te-5167n, 8 botones, 12800 dpi, rgb, negro[@@@]experimenta p",2,8.04,D,teros,,R6461: PROMO (3) POR LA COMPRA DE MOUSE TEROS TE-5167 GAMER RGB
mouse usb,mscbkte1222s,"mouse óptico teros te-1222s, 800-1200-1600 dpi, usb, 4 botones[@@@]descubre precisión",20,2.71,D,teros,,
mouse usb,mscgnte1227s,"mouse óptico teros te-1227s, 800-1200-1600 dpi, usb, 4 botones, color verde[@@@]disfr",20,2.71,D,teros,,
mouse usb,mscpkte1226s,"mouse óptico teros te-1226s, 800-1200-1600 dpi, usb, 4 botones, color rosado[@@@]disf",20,2.71,D,teros,,
mouse usb,mscwhte1225s,"mouse óptico teros te-1225s, 800-1200-1600 dpi, usb, 4 botones, color blanco[@@@]desc",20,2.71,D,teros,,
mouse usb,mswpkte1221s,"mouse óptico teros te-1221s, 1000 dpi, usb, 3 botones[@@@]descubre precisión y comodi",20,2.71,D,teros,,
ms esd aplicaciones,msep207001,project pro 2024 all lng,20,1078.31,Y,microsoft oem,,"R7039: Gratis (01) PRESENTER MICROSOFT, Compra (02) Project Profesional"
ms esd aplicaciones,msep207057,project standard 2024 all lng,20,636.27,Y,microsoft oem,,"R7037: Gratis (01) PRESENTER MICROSOFT , Compra (02) Project Standard"
ms esd aplicaciones,msep207111,visio pro 2024 all lng retail,20,653.25,Y,microsoft oem,,"R7040: Gratis (01) Canasta Microsoft  Premium, Compra (02) Visio Profesional"
ms esd aplicaciones,msep207167,visio std 2024 all lng retail,20,317.59,Y,microsoft oem,,"R7038: Gratis (01) PRESENTER MICROSOFT, Compra (02) Visio Standard"
ms esd office,msep206608,office home and business 2024,20,195.73,Y,microsoft oem,$177.76,R6660: Detalle de #PROMOCIONR6660
ms esd office,msep206800,office home 2024 all retail,20,83.62,Y,microsoft oem,,"R6661: Gratis (01) PRESENTADOR MICROSOFT ,Compra (02) OFFICE HOME 2024 ALL RETAIL"
ms esd office 365,msesd6gq-00088,licenciamiento virtual (esd) microsoft 365 family[@@@]licencia de suscripcion de un a,20,72.86,X,microsoft oem,$65.50,R6668: Detalle de #PROMOCIONR6668
ms esd office 365,msesdklq-00219,licenciamiento virtual (esd) microsoft 365 business standard[@@@]licencia de suscripc,20,125.69,X,microsoft oem,$110.06,R6663: Detalle de #PROMOCIONR6663
ms esd office 365,msesdqq2-00008,licenciamiento virtual (esd) microsoft 365 personal[@@@]licencia de suscripcion de un,20,59.19,X,microsoft oem,$53.90,R6664: Detalle de #PROMOCIONR6664
ms esd office 365,msesdspp-00005,licenciamiento virtual (esd) microsoft 365 apps for business[@@@]licencia de un año p,20,82.23,X,microsoft oem,$69.82,R6662: Detalle de #PROMOCIONR6662
ms esd windows business,msesdfqc10572,"sistema operativo microsoft windows pro 11, 64-bits all languages pk lic online dwnld",20,183.2,W,microsoft oem,,R7066: Gratis (01) Kit Teclado + Mouse Teros   Compra (01) WIN11 PRO ESD; R7068: Gratis (01) Cooler Teros RGB 360°  Compra (03) WIN11 PRO ESD
ms esd windows consumer,msesdkw900664,"sistema operativo microsoft windows home 11, 64-bits all languages pk lic online dwnl",20,122.21,W,microsoft oem,,R7073: Gratis (01) Mouse Ergonomic BT Teros   Compra (02) WIN11 HOME ESD; R7074: (01) Combo BT Mouse Ergonomic BT + Teclado BT Mulimedia Teros   Compra (05) WIN11 HOME ESD
ms licencias csp,zzaccte7132n,cooler para nb rgb te-7132n,10,100.5,Z,teros,,
ms windows business,msfqc10553,sistema operativo microsoft windows 11 pro 64-bitspanish latam oem dvd[@@@],20,140.6,W,microsoft oem,,R7065: Gratis (01) Kit Teclado + Mouse Teros Compra  (02) Windows 11 PRO OEM; R7067: Gratis (01) Mouse Ergonomic BT Teros Compra  (03) Windows 11 PRO OEM; R7069: Gratis (01) Combo BT Mouse Ergonomic BT + Teclado BT Mulimedia Teros  Compra  (06) Windows 11 PRO O
ms windows consumer,mstkw900657,"sistema operativo microsoft windows home 11, 64 bits, español, 1pk, dsp oem dvd.[@@@]",10,109.75,W,microsoft oem,,R7071: Gratis (01) Mouse Ergonomic BT Teros   Compra (05) WIN11 HOME OEM; R7072: (01) Combo BT Mouse Ergonomic BT + Teclado BT Mulimedia Teros   Compra (10) WIN11 HOME OEM
ms windows server,msp7308338,sistema operativo microsoft windows server standard 2022 64-bit spanish oem[@@@],1,826.32,W,microsoft oem,$812.21,R7571: Detalle de #PROMOCIONR7571; R7700: Gratis!(01)ESTB 1KVA IEDA Compra (02) WINDOWS SVR STD 2022 64BIT SPA
notebook 2-in-1 celeron,nbadvcn4058bk-s,notebook 2 en 1 advance cn4058 10.1 celeron n4020 1.10 ghz 8gb ram 128gb pantalla to,18,159.8,D,advance computer corp,,R6733: GRATIS(MOCHILA+ MOUSE TEROS) POR LA COMPRA DE NB 2N1 10 CEL 8 128 W11
notebook amd athlon,nbhp9e527laabm,"notebook hp 255 g10, 15.6 lcd led hd sva, amd athlon silver 2.4/3.5ghz, 8gb lpddr5-5",10,257.28,W,hp comercial,$218.00,R6948: Detalle de #PROMOCIONR6948
notebook amd ryzen 3,nbhp81u53ltabm,"notebook hp 255 g10, 15.6 lcd led hd sva, amd ryzen 3 7330u 2.3/4.3ghz, 8gb ddr4-320",17,340.7,W,hp comercial,$254.00,R6949: Detalle de #PROMOCIONR6949
notebook amd ryzen 5,nbasm1502ya544,"notebook asus vivobook 15, 15.6 fhd led, ryzen r5-7430u hasta 4.3ghz 16gb ddr4[@@@]5",1,457.28,D,asus - consumo,,
notebook amd ryzen 5,nbhpa12hbltabm,"notebook hp 255 g10, 15.6 lcd led sva hd, amd ryzen 5 7520u 2.8/4.3 ghz, 8gb lpddr5-",0,401.9,W,hp comercial,$340.90,R6950: Detalle de #PROMOCIONR6950
notebook amd ryzen 5,nblen82yu00x6lm,"notebook lenovo v15 g4 amn 15.6 fhd tn, amd ryzen 5 7520u 2 2.8 /4.3ghz, 8gb lpddr5-",2,377.88,W,lenovo,$319.00,R7537: Detalle de #PROMOCIONR7537
notebook amd ryzen 7,nbhpb26q3la,"notebook hp 15-fc0034la, 15.6 fhd, amd ryzen 7 7730u 2.0 / 4.5ghz, 16gb ddr4-3200mhz",4,531.65,D,hp consumo,$519.00,R7712: Detalle de #PROMOCIONR7712
notebook amd ryzen 7,nblen82yy002ylm,"notebook lenovo v15 g4 abp, 15.6 fhd tn, amd ryzen 7 7730u 2.0/4.5ghz, 16gb ddr4-320",6,521.6,W,lenovo,$469.00,R7757: Detalle de #PROMOCIONR7757
notebook celeron,nbhpa12fjlaabm,"nb hp 250g9 a12fjla#abm, 15.6, lcd led hdsva, celeron n4500 1.1/2.8ghz, 8gb ddr4 293",18,254.27,W,hp comercial,$212.00,R6952: Detalle de #PROMOCIONR6952
notebook core i3,nbhpa29cmlaabm,"notebook hp 250 g10, 15.6 lcd led hd, core i3-1315u hasta 4.50ghz, 8gb ddr4-3200mhz[",0,399.99,W,hp comercial,$313.00,R6954: Detalle de #PROMOCIONR6954
notebook core i5,nbas90nx06x1m03,"notebook asus b1502cva-nj3058 15.6 led fhd tn, core i5-1335u hasta 4.6ghz 16gb ddr4[",1,673.35,W,asus - comercial,$463.00,R7026: Detalle de #PROMOCIONR7026
notebook core i5,nbasx1605zmb2,"notebook asus x1605za-mb292 16.0 wuxga led ips, core i5-12500h hasta 4.5ghz, 16gb dd",15,516.57,D,asus - consumo,,
notebook core i5,nbhp9e4y4lt-s,"notebook hp 250 g10, 15.6 lcd led hd sva, core i5-1334u 1.30 / 4.60ghz, 8gb ddr4-320",19,576.87,W,hp comercial,,
notebook core i5,nbhp9s7d5atabm,"notebook hp 250 g9, 15.6 lcd led hd sva, core i5-1235u 1.30 / 4.40ghz, 8gb ddr4-3200",16,463.31,W,hp comercial,$379.00,R6955: Detalle de #PROMOCIONR6955
